Sale Date,Cust ID,Itinerary ID,Itinerary #,EMP NO,Agent,Booking_id,Booking #,Product Category,Product Supplier ID,Supplier Office Location,Trip Start,Trip End,Class,# travellers,Product ID,Product,product_Description,Destination,Dest ID,Credit Card,Expiry Date,Card Number,Billing Date,Bill Description,Base Price (excl. taxes),"Total Price (incl. taxes, excl. fees)",Billed Amt. (incl. fees),Agency Fee Code,Agency Fee Amount,Agency Commission
17/10/2008,130,1270,239,,JC,1270,FSD82937,150,560,1,1/12/2008,10/12/2008,BSN,1,1270,Air,Calgary/Cape Town/Calgary,"Cape Town, South Africa",AFR,AMEX,5/11/2005,3.45E+14,17/10/2008,FULL PAYMENT,2700,3321,3346,BK,25,135
17/10/2008,236,1271,349,,JL,1271,FD908,150,560,1,29/11/2008,4/12/2008,BSN,1,1271,Air,Calgary/London/Calgary,"London, England",EU,Diners,29/09/2012,5.45E+15,17/10/2008,FULL PAYMENT,950,1168.5,1193.5,BK,25,47.5
17/10/2008,281,1272,440,,BS,1272,FSD82938,150,560,1,28/11/2008,7/12/2008,BSN,1,1272,Air,Calgary/Winnipeg/Calgary,Winnipeg,NA,AMEX,10/10/2012,1.21E+15,17/10/2008,FULL PAYMENT,390,479.7,504.7,BK,25,19.5
17/10/2008,353,1273,434,,JC,1273,JKL256,150,560,1,30/11/2008,5/12/2008,BSN,1,1273,Air,Calgary/London/Calgary,"London, England",EU,AMEX,1/10/2012,3.45E+13,17/10/2008,FULL PAYMENT,820,1008.6,1033.6,BK,25,41
18/10/2008,234,1274,542,,JM,1274,FD906,150,560,1,28/11/2008,3/12/2008,BSN,1,1274,Air,Calgary/Winnipeg/Calgary,Winnipeg,NA,MC,15/10/2012,8.75E+13,18/10/2008,FULL PAYMENT,430,528.9,553.9,BK,25,21.5
18/10/2008,258,1275,265,,BD,1275,JKL244,150,560,1,1/12/2008,6/12/2008,BSN,1,1275,Air,Calgary/Winnipeg/Calgary,Winnipeg,NA,AMEX,12/5/2010,4.49E+13,18/10/2008,FULL PAYMENT,470,578.1,603.1,BK,25,23.5
18/10/2008,292,1276,516,,BS,1276,JKL247,150,560,1,29/11/2008,4/12/2008,BSN,1,1276,Air,Calgary/Winnipeg/Calgary,Winnipeg,NA,Diners,30/09/2012,4.35E+13,18/10/2008,FULL PAYMENT,490,602.7,627.7,BK,25,24.5
18/10/2008,309,1277,532,,JM,1277,JKL249,150,560,1,30/11/2008,5/12/2008,BSN,1,1277,Air,Calgary/Hong Kong/Calgary,"Hong Kong, China",ASIA,AMEX,29/09/2012,8.93E+14,18/10/2008,FULL PAYMENT,2100,2583,2608,BK,25,105
18/10/2008,364,1278,167,,BD,1278,FSD82936,150,560,1,2/12/2008,11/12/2008,BSN,1,1278,Air,Calgary/Hong Kong/Calgary,"Hong Kong, China",ASIA,MC,2/5/2011,8.75E+15,18/10/2008,FULL PAYMENT,2200,2706,2731,BK,25,110
19/10/2008,257,1280,537,,JL,1280,FD910,150,560,1,30/11/2008,5/12/2008,BSN,1,1280,Air,Calgary/Bern/Calgary,"Bern, Switzerland",EU,AMEX,1/10/2012,4.39E+13,19/10/2008,FULL PAYMENT,1300,1599,1624,BK,25,65
19/10/2008,333,1281,954,,JM,1281,JKL252,150,560,1,28/11/2008,3/12/2008,BSN,1,1281,Air,Calgary/London/Calgary,"London, England",EU,VISA,8/2/2011,4.81E+15,19/10/2008,FULL PAYMENT,820,1008.6,1033.6,BK,25,41
19/10/2008,386,1283,438,,BS,1283,JKL257,150,560,1,1/12/2008,6/12/2008,BSN,1,1283,Air,Calgary/London/Calgary,"London, England",EU,AMEX,29/09/2012,3.85E+13,19/10/2008,FULL PAYMENT,820,1008.6,1033.6,BK,25,41
20/10/2008,191,1284,445,,BS,1284,FD903,150,560,1,1/12/2008,6/12/2008,BSN,1,1284,Air,Calgary/Athens/Calgary,"Athens, Greece",MED,AMEX,9/10/2012,9.98E+13,20/10/2008,FULL PAYMENT,1900,2337,2362,BK,25,95
20/10/2008,207,1285,939,,DR,1285,FD904,150,560,1,29/11/2008,4/12/2008,BSN,1,1285,Air,Calgary/Winnipeg/Calgary,Winnipeg,NA,VISA,7/2/2011,3.89E+15,20/10/2008,FULL PAYMENT,430,528.9,553.9,BK,25,21.5
20/10/2008,235,1286,436,,JC,1286,FD907,150,560,1,4/12/2008,9/12/2008,BSN,1,1286,Air,Calgary/Winnipeg/Calgary,Winnipeg,NA,AMEX,12/11/2012,4.33E+15,20/10/2008,FULL PAYMENT,430,528.9,553.9,BK,25,21.5
20/10/2008,266,1288,417,,BD,1288,JKL245,150,560,1,2/12/2008,7/12/2008,BSN,1,1288,Air,Calgary/Winnipeg/Calgary,Winnipeg,NA,AMEX,2/8/2010,8.96E+13,20/10/2008,FULL PAYMENT,462,568.26,593.26,BK,25,23.1
21/10/2008,250,1289,432,,JC,1289,FD909,150,560,1,2/12/2008,7/12/2008,BSN,1,1289,Air,Calgary/Paris/Calgary,"Paris, France",EU,Diners,15/10/2012,4.53E+15,21/10/2008,FULL PAYMENT,1000,1230,1255,BK,25,50
21/10/2008,279,1290,948,,DR,1290,JKL246,150,560,1,30/11/2008,5/12/2008,BSN,1,1290,Air,Calgary/Sydney/Calgary,"Sydney, Australia",ANZ,AMEX,5/2/2011,2.37E+15,21/10/2008,FULL PAYMENT,2200,2706,2731,BK,25,110
21/10/2008,296,1291,950,,JM,1291,JKL248,150,560,1,29/11/2008,4/12/2008,BSN,1,1291,Air,Calgary/Sydney/Calgary,"Sydney, Australia",ANZ,AMEX,10/2/2011,8.79E+15,21/10/2008,FULL PAYMENT,2200,2706,2731,BK,25,110
21/10/2008,330,1292,517,,BS,1292,JKL251,150,560,1,1/12/2008,6/12/2008,BSN,1,1292,Air,Calgary/Hong Kong/Calgary,"Hong Kong, China",ASIA,Diners,29/09/2012,5.57E+13,21/10/2008,FULL PAYMENT,2100,2583,2608,BK,25,105
22/10/2008,273,1295,961,,DR,1295,FSD82934,150,560,1,30/11/2008,9/12/2008,BSN,1,1295,Air,Calgary/Athens/Calgary,"Athens, Greece",MED,MC,1/3/2011,4.57E+15,22/10/2008,FULL PAYMENT,1900,2337,2362,BK,25,95
23/10/2008,338,1299,955,,JM,1299,JKL253,150,560,1,2/12/2008,7/12/2008,BSN,1,1299,Air,Calgary/London/Calgary,"London, England",EU,AMEX,11/2/2011,8.79E+15,23/10/2008,FULL PAYMENT,820,1008.6,1033.6,BK,25,41
21/11/2008,127,1301,534,,BD,1301,FSD82940,150,560,1,5/1/2009,9/1/2009,BSN,1,1301,Air,Calgary/Cape Town/Calgary,"Cape Town, South Africa",AFR,AMEX,30/09/2012,3.35E+13,21/11/2008,FULL PAYMENT,2700,3321,3346,BK,25,135
22/11/2008,141,1302,535,,JL,1302,FSD82941,150,560,1,5/1/2009,9/1/2009,BSN,1,1302,Air,Calgary/Winnipeg/Calgary,Winnipeg,NA,Diners,12/12/2012,8.90E+15,22/11/2008,FULL PAYMENT,450,553.5,578.5,BK,25,22.5
24/11/2008,182,1304,348,,BD,1304,FSD82944,150,560,1,8/1/2009,9/1/2009,BSN,1,1304,Air,Calgary/Edmonton/Calgary,Edmonton,NA,AMEX,15/08/2011,1.25E+13,24/11/2008,FULL PAYMENT,300,369,394,BK,25,15
25/11/2008,148,1305,427,,JC,1305,FSD82942,150,560,1,9/1/2009,10/1/2009,BSN,1,1305,Air,Calgary/Athens/Calgary,"Athens, Greece",MED,MC,15/10/2012,8.98E+13,25/11/2008,FULL PAYMENT,2200,2706,2731,BK,25,110
25/11/2008,208,1306,428,,JC,1306,FSD82945,150,560,1,8/1/2009,9/1/2009,BSN,1,1306,Air,Calgary/Edmonton/Calgary,Edmonton,NA,MC,29/09/2012,8.92E+15,25/11/2008,FULL PAYMENT,300,369,394,BK,25,15
26/11/2008,175,1308,422,,JL,1308,FSD82943,150,560,1,10/1/2009,15/01/2009,BSN,1,1308,Air,Calgary/Athens/Calgary,"Athens, Greece",MED,Diners,8/3/2012,2.39E+13,26/11/2008,FULL PAYMENT,2200,2706,2731,BK,25,110
26/11/2008,351,1309,454,,BD,1309,FSD82939,150,560,1,8/1/2009,19/01/2009,BSN,1,1309,Air,Calgary/Winnipeg/Calgary,Winnipeg,NA,AMEX,29/09/2012,6.79E+14,26/11/2008,FULL PAYMENT,390,479.7,504.7,BK,25,19.5
27/11/2008,234,1311,746,,JL,1311,FSD82946,150,560,1,9/1/2009,13/01/2009,BSN,1,1311,Air,Calgary/Edmonton/Calgary,Edmonton,NA,MC,15/10/2012,8.75E+13,27/11/2008,FULL PAYMENT,300,369,394,BK,25,15
27/11/2008,235,1312,529,,JM,1312,FSD82947,150,560,1,8/1/2009,12/1/2009,BSN,1,1312,Air,Calgary/Edmonton/Calgary,Edmonton,NA,AMEX,12/11/2012,4.33E+15,27/11/2008,FULL PAYMENT,300,369,394,BK,25,15
10/12/2008,198,1313,183,,BP,1313,HM7U7,150,560,1,7/2/2008,11/2/2008,BSN,1,1313,Air,Calgary/London/Calgary,"London, England",EU,AMEX,1/3/2005,8.95E+14,10/12/2007,FULL PAYMENT,900,1107,1132,BK,25,45
11/12/2008,149,1314,402,,DR,1314,FDLKS3,150,560,1,7/2/2008,11/2/2008,BSN,1,1314,Air,Calgary/London/Calgary,"London, England",EU,AMEX,2/5/2011,7.90E+15,11/12/2007,FULL PAYMENT,850,1045.5,1070.5,BK,25,42.5
12/12/2008,224,1316,656,,BD,1316,FJKJ398,150,560,1,7/2/2008,11/2/2008,FST,1,1316,Air,Calgary/Toronto/Calgary,Toronto,NA,Diners,5/5/2010,3.34E+13,12/12/2007,FULL PAYMENT,700,861,886,BK,25,35
13/12/2008,246,1317,821,,BS,1317,JFDSJ893,150,560,1,7/2/2008,11/2/2008,FST,1,1317,Air,Calgary/Toronto/Calgary,Toronto,NA,Diners,5/4/2011,3.43E+13,13/12/2007,FULL PAYMENT,760,934.8,959.8,BK,25,38
16/12/2008,345,1318,524,,BS,1318,FSD82949,150,560,1,30/01/2009,8/2/2009,BSN,1,1318,Air,Calgary/Edmonton/Calgary,Edmonton,NA,AMEX,30/09/2012,8.90E+15,16/12/2008,FULL PAYMENT,300,369,394,BK,25,15
17/12/2008,242,1319,338,,JC,1319,FKLDS8,150,560,1,9/2/2008,13/02/2008,FST,1,1319,Air,Calgary/Toronto/Calgary,Toronto,NA,AMEX,2/6/2011,4.65E+15,17/12/2007,FULL PAYMENT,700,861,886,BK,25,35
17/12/2008,353,1320,533,,JD,1320,FSD82950,150,560,1,30/01/2009,4/2/2009,BSN,1,1320,Air,Calgary/Edmonton/Calgary,Edmonton,NA,AMEX,1/10/2012,3.45E+13,17/12/2008,FULL PAYMENT,300,369,394,BK,25,15
18/12/2008,242,1321,377,,JC,1321,FKLDS8,150,560,1,9/2/2008,13/02/2008,FST,1,1321,Air,Calgary/Toronto/Calgary,Toronto,NA,AMEX,17/08/2012,2.34E+14,18/12/2007,FULL PAYMENT,700,861,886,BK,25,35
18/12/2008,386,1322,540,,JL,1322,FSD82951,150,560,1,30/01/2009,7/2/2009,BSN,1,1322,Air,Calgary/Hong Kong/Calgary,"Hong Kong, China",ASIA,AMEX,29/09/2012,3.85E+13,18/12/2008,FULL PAYMENT,2200,2706,2731,BK,25,110
19/12/2008,330,1323,748,,DR,1323,FSD82948,150,560,1,30/01/2009,8/2/2009,BSN,1,1323,Air,Calgary/Edmonton/Calgary,Edmonton,NA,Diners,29/09/2012,5.57E+13,19/12/2008,FULL PAYMENT,300,369,394,BK,25,15
19/12/2008,361,1324,507,,JL,1324,JMH7I7U,150,560,1,9/2/2008,14/02/2008,BSN,1,1324,Air,Calgary/Toronto/Calgary,Toronto,NA,AMEX,14/10/2010,5.45E+13,19/12/2007,FULL PAYMENT,650,799.5,824.5,BK,25,32.5
20/12/2008,242,1325,608,,DR,1325,FKLDS8,150,560,1,9/2/2008,13/02/2008,FST,1,1325,Air,Calgary/Toronto/Calgary,Toronto,NA,AMEX,2/6/2011,4.65E+15,20/12/2007,FULL PAYMENT,700,861,886,BK,25,35
21/12/2008,153,1326,698,,JM,1326,SJSD98,150,560,1,9/2/2008,14/02/2008,FST,1,1326,Air,Calgary/Toronto/Calgary,Toronto,NA,AMEX,23/11/2010,3.34E+13,21/12/2007,FULL PAYMENT,700,861,886,BK,25,35
22/12/2008,312,1327,701,,JM,1327,FS934,150,560,1,9/2/2008,13/02/2008,FST,1,1327,Air,Calgary/Toronto/Calgary,Toronto,NA,Diners,22/08/2010,2.11E+13,22/12/2007,FULL PAYMENT,700,861,886,BK,25,35
23/12/2008,375,1328,797,,JL,1328,JIE38,150,560,1,9/2/2008,13/02/2008,FST,1,1328,Air,Calgary/Toronto/Calgary,Toronto,NA,AMEX,22/08/2010,9.00E+13,23/12/2007,FULL PAYMENT,700,861,886,BK,25,35
24/12/2008,242,1329,1032,,BP,1329,FKLDS8,150,560,1,9/2/2008,13/02/2008,FST,1,1329,Air,Calgary/Toronto/Calgary,Toronto,NA,AMEX,2/6/2011,4.65E+15,24/12/2007,FULL PAYMENT,700,861,886,BK,25,35
5/1/2009,261,1331,1002,,JC,1331,SDF24896,150,560,1,15/02/2009,20/02/2009,BSN,1,1331,Air,Calgary/Winnipeg/Calgary,Winnipeg,NA,Diners,1/5/2011,1.21E+13,5/1/2009,FULL PAYMENT,490,602.7,627.7,BK,25,24.5
6/1/2009,380,1332,1005,,JC,1332,SDF24899,150,560,1,15/02/2009,20/02/2009,BSN,1,1332,Air,Calgary/Winnipeg/Calgary,Winnipeg,NA,Diners,5/5/2011,2.85E+13,6/1/2009,FULL PAYMENT,486,597.78,622.78,BK,25,24.3
1/4/2007,204,281,898,,BD,281,FJSDLJ933,150,561,1,26/04/2007,30/04/2007,FST,1,281,Air,Calgary/New York/Calgary,New York,NA,Diners,9/4/2010,2.34E+13,5/4/2007,FULL PAYMENT,725,891.75,916.75,BK,25,36.25
28/03/2008,388,954,390,,DR,954,54765YE,150,561,1,12/5/2008,22/05/2008,FST,2,954,Air,Calgary/Washington/Calgary,USA,NA,AMEX,19/01/2012,2.35E+14,28/03/2008,FULL PAYMENT,1850,2275.5,2325.5,BK,50,92.5
28/04/2008,148,1118,981,,,1118,5698595,200,564,1,15/06/2008,15/06/2008, ,,1118,Attractions,Vancouver Aquarium Marine Science c,canada,NA,MC,29/09/2011,8.98E+13,1/5/2008,FULL PAYMENT,75,80.25,130.25,BK,50,0
29/04/2008,148,1125,1042,,,1125,5698595,200,564,1,15/06/2008,15/06/2008, ,,1125,Attractions,Vancouver Aquarium Marine Science c,canada,NA,MC,29/09/2011,8.98E+13,1/5/2008,FULL PAYMENT,75,80.25,130.25,BK,50,0
30/04/2008,148,1129,1101,,,1129,5698595,200,564,1,15/06/2008,15/06/2008, ,,1129,Attractions,Vancouver Aquarium Marine Science c,canada,NA,MC,29/09/2011,8.98E+13,2/5/2008,FULL PAYMENT,75,80.25,130.25,BK,50,0
29/01/2008,283,743,600,,JL,743,765880VB,100,566,1,25/02/2008,11/3/2008,FST,2,743,Air,Calgary/Milano/Calgary,Italy,EU,Diners,1/3/2011,8.80E+13,30/01/2008,FULL PAYMENT,1175,1445.25,1495.25,BK,50,58.75
18/03/2009,157,19,309,,JW,19,S936,350,568,1,2/5/2009,27/05/2009,ECN,2,19,Hotel,Calgary/Victoria/Calgary,Victoria,NA,MC,5/4/2010,3.44E+15,18/03/2009, ,220,261.8,50,BK,50,2.53
21/03/2009,322,29,148,,BD,29,S941,350,568,1,5/5/2009,30/05/2009,ECN,2,29,Hotel,Calgary/Victoria/Calgary,Victoria,NA,MC,11/5/2010,3.35E+15,21/03/2009, ,199,236.81,50,BK,50,2.29
24/03/2009,139,34,142,,BD,34,S935,350,568,1,8/5/2009,2/6/2009,ECN,2,34,Hotel,Calgary/Athens/Calgary,"Athens, Greece",MED,Diners,12/10/2010,6.79E+15,24/03/2009, ,1000,1070,50,BK,50,32.5
27/03/2009,147,41,149,,BD,41,S942,350,568,1,11/5/2009,5/6/2009,ECN,2,41,Hotel,Calgary/Victoria/Calgary,Victoria,NA,MC,3/11/2010,7.67E+15,5/2/2009, ,199,236.81,50,BK,50,2.29
28/03/2009,223,42,403,,JW,42,S940,350,568,1,10/5/2009,4/6/2009,ECN,2,42,Hotel,Calgary/Victoria/Calgary,Victoria,NA,MC,1/7/2010,8.76E+13,11/4/2009, ,199,236.81,50,BK,50,2.29
28/03/2009,388,43,146,,BD,43,S939,350,568,1,12/5/2009,5/6/2009,ECN,2,43,Hotel,Calgary/Paris/Calgary,"Paris, France",EU,AMEX,19/01/2012,2.35E+14,28/03/2009, ,950,1130.5,50,BK,50,10.93
29/03/2009,346,45,145,,BD,45,S938,350,568,1,13/05/2009,6/6/2009,ECN,2,45,Hotel,Calgary/Victoria/Calgary,Victoria,NA,AMEX,19/01/2012,1.33E+14,29/03/2009, ,220,261.8,50,BK,50,2.53
31/03/2009,114,49,201,,JW,49,S943,350,568,1,12/5/2009,31/05/2009,ECN,2,49,Hotel,Calgary/Victoria/Calgary,Victoria,NA,VISA,3/11/2010,2.31E+15,31/03/2009, ,199,236.81,50,BK,50,2.29
31/03/2009,214,50,144,,BD,50,S937,350,568,1,15/05/2009,8/6/2009,ECN,2,50,Hotel,Calgary/London/Calgary,"London, England",EU,AMEX,19/01/2012,9.83E+14,31/03/2009, ,900,1071,50,BK,50,10.35
1/4/2009,133,52,225,,JW,52,S934,350,568,1,14/05/2009,7/6/2009,DLX,2,52,Hotel, ,Toronto,NA,AMEX,19/01/2012,9.05E+14,1/4/2009,FULL PAYMENT,1700,1819,50,BK,50,55.25
5/2/2008,302,806,741,,DR,806,54123156,500,571,1,21/03/2008,15/04/2008, ,4,806,Tours,Los Angeles-dallas tour,USA,NA,Diners,22/08/2010,3.23E+13,5/2/2008,DEPOSIT,4780,5114.6,561.46,BK,50,179.25
5/2/2008,302,807,741,,JL,807,54123156,500,571,1,21/03/2008,15/04/2008, ,4,807,Tours,Los Angeles-dallas tour,USA,NA,Diners,22/08/2010,3.23E+13,1/3/2008,FINAL PAYMENT,4780,5114.6,4603.14,BK,0,179.25
22/03/2008,196,927,799,,JM,927,543656H,500,571,1,6/5/2008,3/6/2008, ,1,927,Tours,Italy and France tours,"Italy,France",EU,MC,17/08/2010,8.93E+15,22/03/2008,DEPOSIT,4500,4725,497.5,BK,25,168.75
22/03/2008,196,928,799,,JM,928,543656H,500,571,1,6/5/2008,3/6/2008, ,1,928,Tours,Italy and France tours,"Italy,France",EU,MC,17/08/2010,8.93E+15,15/04/2008,FINAL PAYMENT,4500,4725,4252.5,BK,0,168.75
30/01/2008,173,748,241,,BS,748,4846534FA,300,574,1,15/03/2008,5/4/2008,DLX,2,748,Cruise,Veracruz-Rio de Janeiro cruise,"mexic, Brazil",SA,AMEX,5/5/2005,3.46E+14,30/01/2008,DEPOSIT,5100,5610,1452.5,BK,50,153
30/01/2008,173,749,241,,BD,749,4846534FA,300,574,1,15/03/2008,5/4/2008,DLX,2,749,Cruise,Veracruz-Rio de Janeiro cruise,"mexic, Brazil",SA,AMEX,5/5/2005,3.46E+14,14/02/2008,FINAL PAYMENT,5100,5610,4207.5,BK,0,153
1/10/2010,253,170,649,,JL,170,436546GH,100,575,1,7/11/2007,26/11/2007,ECN,2,170,Air,Calgary-Toronto-Calgary,"Toronto,Canada",NA,AMEX,22/08/2010,6.79E+13,1/10/2010,FULL PAYMENT,650,799.5,849.5,BK,50,32.5
4/9/2007,317,404,640,,JL,404,HK7H,100,575,1,17/10/2007,11/11/2007,ECN,3,404,Air,Calgary-Montreal-Calgary,Canada,NA,Diners,17/11/2010,1.25E+13,21/09/2007,FULL PAYMENT,700,861,861,NC,0,35
17/03/2008,121,902,751,,,902,D569767,100,575,1,25/04/2008,16/05/2008,BSN,2,902,Air,Calgary-Auckland flight,NZ,ANZ,VISA,1/3/2010,4.65E+15,17/03/2008,FULL PAYMENT,3000,3690,3740,BK,50,150
19/04/2008,105,1034,716,,DR,1034,F789900,100,575,1,3/6/2008,28/06/2008,FST,2,1034,Air,Calgary-Vancouver flight,canada,NA,Diners,9/5/2010,3.35E+15,19/04/2008,FULL PAYMENT,139,170.97,220.97,BK,50,6.95
6/1/2009,160,7,205,,BP,7,JK8I,150,579,1,16/07/2009,30/07/2009,FST,1,7,Air,Calgary/Cairo/Calgary,"Cairo, Egypt",MEAST,Diners,1/10/2010,3.89E+13,1/6/2009,FULL PAYMENT,799,982.77,1007.77,BK,25,39.95
27/01/2009,176,8,160,,DR,8,FD333,150,579,1,12/3/2009,17/03/2009,FST,1,8,Air,Calgary/Toronto/Calgary,Toronto,NA,Diners,12/4/2010,7.82E+13,27/01/2009,FULL PAYMENT,799,982.77,1007.77,BK,25,39.95
29/01/2009,160,9,179,,BP,9,FDSGF7,150,579,1,15/03/2009,20/03/2009,FST,1,9,Air,Calgary/Toronto/Calgary,Toronto,NA,Diners,1/10/2010,3.89E+13,29/01/2009,FULL PAYMENT,800,984,984,NC,0,40
30/01/2009,228,10,181,,BP,10,KJF83,150,579,1,16/03/2009,21/03/2009,FST,1,10,Air,Calgary/Vancouver/Calgary,Vancouver,NA,Diners,1/10/2010,5.83E+13,30/01/2009,FULL PAYMENT,499,613.77,638.77,BK,25,24.95
31/01/2009,143,11,168,,JD,11,DFS3,150,579,1,17/03/2009,22/03/2009,FST,1,11,Air,Calgary/Vancouver/Calgary,Vancouver,NA,Diners,2/11/2010,1.21E+13,31/01/2009,FULL PAYMENT,450,553.5,578.5,BK,25,22.5
6/2/2009,228,12,206,,JM,12,SD433,150,579,1,17/07/2009,31/07/2009,FST,1,12,Air,Calgary/Cairo/Calgary,"Cairo, Egypt",MEAST,Diners,1/10/2010,5.83E+13,2/6/2009,FULL PAYMENT,350,430.5,455.5,BK,25,17.5
26/02/2009,347,13,157,,DR,13,UIP983,150,579,1,12/4/2009,24/04/2009,ECN,2,13,Air,Calgary/Miami/Calgary,"Miami, Florida",NA,VISA,1/1/2012,2.33E+15,26/02/2009,FULL PAYMENT,760,934.8,984.8,BK,50,38
6/3/2009,143,17,178,,BP,17,FES3,150,579,1,18/07/2009,1/8/2009,FST,1,17,Air,Calgary/Calcutta/Calgary,"Calcutta, India",MEAST,Diners,2/11/2010,1.21E+13,3/6/2009,FULL PAYMENT,799,982.77,1007.77,BK,25,39.95
17/03/2009,260,18,189,,DR,18,UIP981,150,579,1,1/5/2009,26/05/2009,ECN,1,18,Air,Calgary/Paris/Calgary,"Paris, France",EU,MC,5/7/2012,2.36E+15,17/03/2009,FULL PAYMENT,960,1180.8,1230.8,BK,50,48
19/03/2009,321,21,190,,JD,21,WDR899,150,579,1,3/5/2009,28/05/2009,ECN,1,21,Air,safari,Africa,AFR,MC,19/09/2010,7.89E+15,19/03/2009,FULL PAYMENT,1500,1845,1845,GR,0,70
19/03/2009,364,22,414,,BD,22,FJKD343,150,579,1,1/5/2009,11/5/2009,ECN,2,22,Air,Calgary/Cape Town/Calgary,"Cape Town, South Africa",AFR,MC,2/5/2011,8.75E+15,19/03/2009,FULL PAYMENT,1400,1722,1772,BK,50,70
20/03/2009,202,23,215,,DR,23,UIP985,150,579,1,3/5/2009,22/05/2009,ECN,2,23,Air,Calgary/Kathmandu/Calgary,"Kathmandu, Nepal",ASIA,MC,5/5/2010,4.32E+15,20/03/2009,FULL PAYMENT,2001,2460,2510,BK,50,70
20/03/2009,331,24,216,,DR,24,UIP986,150,579,1,4/5/2009,23/05/2009,ECN,2,24,Air,Calgary/Kathmandu/Calgary,"Kathmandu, Nepal",ASIA,VISA,5/5/2010,5.34E+15,20/03/2009,FULL PAYMENT,1900,2337,2387,BK,50,70
20/03/2009,334,25,156,,DR,25,UIP982,150,579,1,4/5/2009,29/05/2009,ECN,2,25,Air,Calgary/Cape Town/Calgary,"Cape Town, South Africa",AFR,VISA,24/11/2010,3.49E+15,20/03/2009,FULL PAYMENT,1200,1476,1526,BK,50,60
20/03/2009,364,26,963,,,26,FJKD343,150,579,1,1/5/2009,11/5/2009,ECN,2,26,Air,Calgary/Cape Town/Calgary,"Cape Town, South Africa",AFR,MC,2/5/2011,8.75E+15,20/03/2009,FULL PAYMENT,1400,1722,1772,BK,50,70
22/03/2009,218,30,200,,DR,30,WDR897,150,579,1,6/5/2009,31/05/2009,ECN,2,30,Air,Calgary/Vancouver/Calgary,Vancouver,NA,MC,17/08/2010,8.90E+15,22/03/2009,FULL PAYMENT,3000,3690,3740,BK,50,60
23/03/2009,196,31,159,,JD,31,WDR900,150,579,1,7/5/2009,1/6/2009,ECN,2,31,Air,Calgary/Vancouver/Calgary,Vancouver,NA,MC,17/08/2010,8.93E+15,23/03/2009,FULL PAYMENT,4000,4920,4970,BK,100,60
30/03/2009,356,48,202,,DR,48,UIP979,150,579,1,13/05/2009,7/6/2009,ECN,2,48,Air,Calgary/Kathmandu/Calgary,"Kathmandu, Nepal",ASIA,VISA,3/11/2010,2.36E+15,30/03/2009,FULL PAYMENT,2450,3013.5,3063.5,BK,50,70
31/03/2009,385,51,192,,DR,51,UIP984,150,579,1,14/05/2009,8/6/2009,ECN,2,51,Air,Calgary/London/Calgary,"London, England",EU,VISA,6/12/2010,8.44E+15,31/03/2009,FULL PAYMENT,830,1020.9,1070.9,BK,50,41.5
1/4/2009,172,53,303,,JL,53,UIP980,150,579,1,15/05/2009,9/6/2009,ECN,2,53,Air,Calgary/Charlottetown/Calgary,"Charlottetown, PEI",NA,VISA,3/11/2010,8.98E+15,1/4/2009,FULL PAYMENT,950,1168.5,1218.5,BK,50,47.5
3/4/2009,133,55,771,,,55,SDFJ3982,150,579,1,14/05/2009,7/6/2009,FST,2,55,Air,Calgary/Toronto/Calgary,Toronto,NA,AMEX,19/01/2010,9.05E+14,3/4/2009,FULL PAYMENT,1200,1476,1526,BK,50,60
31/05/2009,176,56,171,,JD,56,GG443,150,579,1,15/07/2009,29/07/2009,FST,1,56,Air,Calgary/Toronto/Calgary,Toronto,NA,Diners,12/4/2010,7.82E+13,31/05/2009,FULL PAYMENT,350,430.5,455.5,BK,25,17.5
14/09/2009,252,58,237,,DR,58,UO9787,150,579,1,29/10/2009,23/11/2009,ECN,2,58,Air,Calgary/Victoria/Calgary,Victoria,NA,AMEX,12/7/2005,2.35E+14,14/09/2009,FULL PAYMENT,205,252.15,302.15,BK,50,10.25
15/09/2009,252,59,238,,JL,59,SCR38,150,579,1,30/10/2009,13/11/2009,ECN,2,59,Air,Calgary/Victoria/Calgary,Victoria,NA,AMEX,12/7/2005,2.35E+14,15/09/2009,FULL PAYMENT,205,252.15,302.15,BK,50,10.25
12/11/2009,176,61,180,,BP,61,DF345,150,579,1,25/01/2010,2/2/2010,FST,1,61,Air,Calgary/Vancouver/Calgary,Vancouver,NA,Diners,12/4/2010,7.82E+13,11/12/2009,FULL PAYMENT,350,430.5,455.5,BK,25,17.5
25/11/2009,130,62,964,,,62,SCR39,150,579,1,9/1/2010,19/01/2010,ECN,2,62,Air,Calgary/Victoria/Calgary,Victoria,NA,VISA,1/4/2011,8.46E+15,25/11/2009,FULL PAYMENT,205,252.15,302.15,BK,50,10.25
15/12/2009,160,63,221,,JM,63,NKK77,150,579,1,29/01/2010,11/2/2010,FST,1,63,Air,Calgary/Cairo/Calgary,"Cairo, Egypt",MEAST,Diners,1/10/2010,3.89E+13,15/12/2009,FULL PAYMENT,350,430.5,455.5,BK,25,17.5
16/12/2009,228,64,223,,JM,64,JI877,150,579,1,30/01/2010,12/2/2010,FST,1,64,Air,Calgary/Hong Kong/Calgary,"Hong Kong, China",ASIA,Diners,1/10/2010,5.83E+13,16/12/2009,FULL PAYMENT,350,430.5,455.5,BK,25,17.5
